TIMESTAMP;programPulseSequenceAndRun; RESULTS;readOutput
2026-08-05 12:51:56.925210;5250; ;-5.886e-07
2026-08-05 12:51:57.576181;5300; ;-6.44479e-07
2026-08-05 12:51:58.248578;5350; ;-5.71836e-07
2026-08-05 12:51:58.897967;5400; ;-6.44479e-07
2026-08-05 12:51:59.549129;5450; ;-6.38891e-07
2026-08-05 12:52:00.218402;5500; ;-6.98496e-07
2026-08-05 12:52:00.874998;5550; ;-7.00358e-07
2026-08-05 12:52:01.537217;5600; ;-6.55655e-07
2026-08-05 12:52:02.189099;5650; ;-6.16539e-07
2026-08-05 12:52:02.849588;5700; ;-6.96633e-07
2026-08-05 12:52:03.495285;5750; ;-8.04666e-07
2026-08-05 12:52:04.148050;5800; ;-7.30161e-07
2026-08-05 12:52:04.825427;5850; ;-7.24573e-07
2026-08-05 12:52:05.482161;5900; ;-7.13397e-07
2026-08-05 12:52:06.143035;5950; ;-7.20847e-07
2026-08-05 12:52:06.796039;6000; ;-7.05946e-07
2026-08-05 12:52:07.460829;6050; ;-7.39474e-07
2026-08-05 12:52:08.122181;6100; ;-7.52512e-07
2026-08-05 12:52:08.778551;6150; ;-7.97216e-07
2026-08-05 12:52:09.441984;6200; ;-7.8604e-07
2026-08-05 12:52:10.110188;6250; ;-7.46924e-07
2026-08-05 12:52:10.773152;6300; ;-8.12117e-07
2026-08-05 12:52:11.429702;6350; ;-8.30743e-07
2026-08-05 12:52:12.088641;6400; ;-7.56238e-07
2026-08-05 12:52:12.759921;6450; ;-7.80452e-07
2026-08-05 12:52:13.434612;6500; ;-7.69276e-07
2026-08-05 12:52:14.082185;6550; ;-8.34469e-07
2026-08-05 12:52:14.740623;6600; ;-8.81035e-07
2026-08-05 12:52:15.420434;6650; ;-7.82315e-07
2026-08-05 12:52:16.069455;6700; ;-8.5682e-07
2026-08-05 12:52:16.740220;6750; ;-8.25155e-07
2026-08-05 12:52:17.391401;6800; ;-8.17705e-07
2026-08-05 12:52:18.045670;6850; ;-8.97799e-07
2026-08-05 12:52:18.700321;6900; ;-8.62408e-07
2026-08-05 12:52:19.381635;6950; ;-8.5682e-07
2026-08-05 12:52:20.042553;7000; ;-8.86623e-07
2026-08-05 12:52:20.703466;7050; ;-9.40639e-07
2026-08-05 12:52:21.368005;7100; ;-8.38194e-07
2026-08-05 12:52:22.033412;7150; ;-8.08392e-07
2026-08-05 12:52:22.697355;7200; ;-9.16425e-07
2026-08-05 12:52:23.357624;7250; ;-8.69859e-07
2026-08-05 12:52:24.030137;7300; ;-8.60546e-07
2026-08-05 12:52:24.693692;7350; ;-9.10837e-07
2026-08-05 12:52:25.350245;7400; ;-8.34469e-07
2026-08-05 12:52:26.032419;7450; ;-8.66134e-07
2026-08-05 12:52:26.694008;7500; ;-9.03387e-07
2026-08-05 12:52:27.368632;7550; ;-8.94073e-07
2026-08-05 12:52:28.033710;7600; ;-8.25155e-07
2026-08-05 12:52:28.696673;7650; ;-7.95353e-07
2026-08-05 12:52:29.373816;7700; ;-7.8604e-07
2026-08-05 12:52:30.028199;7750; ;-8.71722e-07
2026-08-05 12:52:30.699601;7800; ;-8.36331e-07
2026-08-05 12:52:31.371870;7850; ;-8.86623e-07
2026-08-05 12:52:32.016219;7900; ;-8.41919e-07
2026-08-05 12:52:32.676464;7950; ;-8.23293e-07
