TIMESTAMP;programPulseSequenceAndRun; RESULTS;readOutput
2026-08-05 13:33:14.484015;4000; ;2.60771e-08
2026-08-05 13:33:15.642716;4050; ;-5.58796e-09
2026-08-05 13:33:16.798720;4100; ;1.49013e-08
2026-08-05 13:33:17.958151;4150; ;2.42145e-08
2026-08-05 13:33:19.132588;4200; ;4.8429e-08
2026-08-05 13:33:20.278514;4250; ;1.30386e-08
2026-08-05 13:33:21.437614;4300; ;3.53905e-08
2026-08-05 13:33:22.611451;4350; ;6.5193e-08
2026-08-05 13:33:23.759465;4400; ;-1.86266e-09
2026-08-05 13:33:24.921440;4450; ;3.72532e-09
2026-08-05 13:33:26.079602;4500; ;-5.77422e-08
2026-08-05 13:33:27.241906;4550; ;-7.45063e-08
2026-08-05 13:33:28.391240;4600; ;-4.28411e-08
2026-08-05 13:33:29.542520;4650; ;-3.72532e-09
2026-08-05 13:33:30.695927;4700; ;-1.86266e-09
2026-08-05 13:33:31.851301;4750; ;1.49013e-08
2026-08-05 13:33:33.019069;4800; ;2.42145e-08
2026-08-05 13:33:34.177989;4850; ;2.42145e-08
2026-08-05 13:33:35.325887;4900; ;4.8429e-08
2026-08-05 13:33:36.485314;4950; ;1.30386e-08
2026-08-05 13:33:37.637752;5000; ;-3.91158e-08
2026-08-05 13:33:38.798764;5050; ;-9.31328e-09
2026-08-05 13:33:39.948043;5100; ;-1.67639e-08
2026-08-05 13:33:41.104138;5150; ;-1.86266e-08
2026-08-05 13:33:42.259470;5200; ;-7.45064e-09
2026-08-05 13:33:43.417212;5250; ;-1.86266e-09
2026-08-05 13:33:44.573799;5300; ;3.72532e-09
2026-08-05 13:33:45.722151;5350; ;-3.72532e-09
2026-08-05 13:33:46.885848;5400; ;-3.72532e-09
2026-08-05 13:33:48.051531;5450; ;0.0
2026-08-05 13:33:49.211758;5500; ;-2.60771e-08
2026-08-05 13:33:50.377347;5550; ;-1.86266e-08
2026-08-05 13:33:51.532145;5600; ;-5.21543e-08
2026-08-05 13:33:52.685476;5650; ;-2.98025e-08
2026-08-05 13:33:53.848845;5700; ;-9.31328e-09
2026-08-05 13:33:55.001769;5750; ;1.86266e-09
2026-08-05 13:33:56.157472;5800; ;0.0
2026-08-05 13:33:57.308438;5850; ;0.0
2026-08-05 13:33:58.463681;5900; ;-2.42145e-08
2026-08-05 13:33:59.620635;5950; ;-1.11759e-08
2026-08-05 13:34:00.782648;6000; ;1.49013e-08
2026-08-05 13:34:01.943320;6050; ;3.72532e-09
