TIMESTAMP;setFrequency; RESULTS;readOutput
2026-08-05 11:32:57.285580;2830000000.0; ;-2.29106e-07
2026-08-05 11:32:58.114690;2832000000.0; ;-1.91853e-07
2026-08-05 11:32:58.954640;2834000000.0; ;-2.62635e-07
2026-08-05 11:32:59.792403;2836000000.0; ;-2.42146e-07
2026-08-05 11:33:00.641166;2838000000.0; ;-9.87206e-08
2026-08-05 11:33:01.477005;2840000000.0; ;-2.81261e-07
2026-08-05 11:33:02.321401;2842000000.0; ;-3.78119e-07
2026-08-05 11:33:03.171285;2844000000.0; ;-4.02333e-07
2026-08-05 11:33:03.993637;2846000000.0; ;-3.94883e-07
2026-08-05 11:33:04.818671;2848000000.0; ;-3.83707e-07
2026-08-05 11:33:05.667997;2850000000.0; ;-5.86737e-07
2026-08-05 11:33:06.508726;2852000000.0; ;-5.83012e-07
2026-08-05 11:33:07.330911;2854000000.0; ;-7.09671e-07
2026-08-05 11:33:08.169723;2856000000.0; ;-8.47507e-07
2026-08-05 11:33:09.015968;2858000000.0; ;-7.97216e-07
2026-08-05 11:33:09.856347;2860000000.0; ;-9.25738e-07
2026-08-05 11:33:10.691105;2862000000.0; ;-9.22013e-07
2026-08-05 11:33:11.527418;2864000000.0; ;-7.8604e-07
2026-08-05 11:33:12.351443;2866000000.0; ;-6.83594e-07
2026-08-05 11:33:13.213017;2868000000.0; ;-4.76841e-07
2026-08-05 11:33:14.046285;2870000000.0; ;-4.2096e-07
2026-08-05 11:33:14.878594;2872000000.0; ;-3.35278e-07
2026-08-05 11:33:15.723345;2874000000.0; ;-3.52042e-07
2026-08-05 11:33:16.550124;2876000000.0; ;-2.25381e-07
2026-08-05 11:33:17.396033;2878000000.0; ;-2.47734e-07
2026-08-05 11:33:18.235082;2880000000.0; ;-3.31553e-07
2026-08-05 11:33:19.075755;2882000000.0; ;-5.15956e-07
2026-08-05 11:33:19.917966;2884000000.0; ;-4.33998e-07
2026-08-05 11:33:20.734444;2886000000.0; ;-3.87432e-07
2026-08-05 11:33:21.577616;2888000000.0; ;-2.99888e-07
2026-08-05 11:33:22.401323;2890000000.0; ;-2.81261e-07
2026-08-05 11:33:23.247308;2892000000.0; ;-2.75673e-07
2026-08-05 11:33:24.077233;2894000000.0; ;-1.97441e-07
2026-08-05 11:33:24.908752;2896000000.0; ;-2.27244e-07
2026-08-05 11:33:25.743725;2898000000.0; ;-6.89183e-08
2026-08-05 11:33:26.558995;2900000000.0; ;-6.5193e-08
2026-08-05 11:33:27.403893;2902000000.0; ;-6.14677e-08
2026-08-05 11:33:28.241880;2904000000.0; ;-1.17347e-07
2026-08-05 11:33:29.079890;2906000000.0; ;-1.73227e-07
2026-08-05 11:33:29.919864;2908000000.0; ;-1.62051e-07
2026-08-05 11:33:30.743448;2910000000.0; ;-8.94074e-08
2026-08-05 11:33:31.588518;2912000000.0; ;-1.17347e-07
2026-08-05 11:33:32.427423;2914000000.0; ;-6.70557e-08
2026-08-05 11:33:33.269858;2916000000.0; ;-1.00583e-07
2026-08-05 11:33:34.125649;2918000000.0; ;-1.11759e-08
2026-08-05 11:33:34.967774;2920000000.0; ;7.45064e-09
2026-08-05 11:33:35.790085;2922000000.0; ;7.45064e-09
2026-08-05 11:33:36.634340;2924000000.0; ;2.42145e-08
2026-08-05 11:33:37.466635;2926000000.0; ;-7.45064e-09
2026-08-05 11:33:38.317809;2928000000.0; ;-1.43425e-07
2026-08-05 11:33:39.158587;2930000000.0; ;1.49013e-08
2026-08-05 11:33:39.988258;2932000000.0; ;5.02916e-08
2026-08-05 11:33:40.832256;2934000000.0; ;-1.00583e-07
2026-08-05 11:33:41.662560;2936000000.0; ;-8.00942e-08
2026-08-05 11:33:42.504235;2938000000.0; ;-1.32249e-07
2026-08-05 11:33:43.341425;2940000000.0; ;-1.21073e-07
2026-08-05 11:33:44.168573;2942000000.0; ;-1.1921e-07
2026-08-05 11:33:45.018260;2944000000.0; ;-1.63914e-07
2026-08-05 11:33:45.843075;2946000000.0; ;-2.3842e-07
2026-08-05 11:33:46.679610;2948000000.0; ;-3.12926e-07
2026-08-05 11:33:47.508958;2950000000.0; ;-2.86849e-07
2026-08-05 11:33:48.334649;2952000000.0; ;-2.14205e-07
2026-08-05 11:33:49.176936;2954000000.0; ;-3.40866e-07
2026-08-05 11:33:50.024504;2956000000.0; ;-1.58326e-07
2026-08-05 11:33:50.851902;2958000000.0; ;-8.56821e-08
2026-08-05 11:33:51.672526;2960000000.0; ;-2.23518e-07
2026-08-05 11:33:52.509403;2962000000.0; ;-2.64497e-07
2026-08-05 11:33:53.351574;2964000000.0; ;-2.14205e-07
2026-08-05 11:33:54.179271;2966000000.0; ;-2.14205e-07
2026-08-05 11:33:55.015512;2968000000.0; ;-1.52738e-07
2026-08-05 11:33:55.855932;2970000000.0; ;-2.77536e-07
2026-08-05 11:33:56.693115;2972000000.0; ;-2.47734e-07
2026-08-05 11:33:57.544743;2974000000.0; ;-3.27827e-07
2026-08-05 11:33:58.376345;2976000000.0; ;-1.22935e-07
2026-08-05 11:33:59.222426;2978000000.0; ;-2.99888e-07
2026-08-05 11:34:00.077194;2980000000.0; ;-3.39003e-07
2026-08-05 11:34:00.917500;2982000000.0; ;-4.80566e-07
2026-08-05 11:34:01.758819;2984000000.0; ;-4.73114e-07
2026-08-05 11:34:02.601707;2986000000.0; ;-4.65663e-07
2026-08-05 11:34:03.459278;2988000000.0; ;-4.00471e-07
2026-08-05 11:34:04.311775;2990000000.0; ;-3.24102e-07
2026-08-05 11:34:05.153817;2992000000.0; ;-2.70085e-07
2026-08-05 11:34:05.997543;2994000000.0; ;-1.30386e-07
2026-08-05 11:34:06.849539;2996000000.0; ;-2.3842e-07
2026-08-05 11:34:07.691343;2998000000.0; ;-1.69502e-07
2026-08-05 11:34:08.537376;3000000000.0; ;-2.32832e-07
2026-08-05 11:34:09.393850;3002000000.0; ;-1.50875e-07
2026-08-05 11:34:10.234585;3004000000.0; ;-9.12701e-08
2026-08-05 11:34:11.069653;3006000000.0; ;-1.67639e-08
2026-08-05 11:34:11.910892;3008000000.0; ;-6.70557e-08
2026-08-05 11:34:12.729451;3010000000.0; ;-6.14677e-08
2026-08-05 11:34:13.575990;3012000000.0; ;-9.87206e-08
2026-08-05 11:34:14.409044;3014000000.0; ;-1.06171e-07
2026-08-05 11:34:15.239935;3016000000.0; ;2.23519e-08
2026-08-05 11:34:16.079444;3018000000.0; ;3.91158e-08
2026-08-05 11:34:16.913924;3020000000.0; ;1.30386e-08
2026-08-05 11:34:17.749574;3022000000.0; ;-8.75448e-08
2026-08-05 11:34:18.588700;3024000000.0; ;-6.5193e-08
2026-08-05 11:34:19.427928;3026000000.0; ;1.11759e-08
2026-08-05 11:34:20.259494;3028000000.0; ;-6.14677e-08
2026-08-05 11:34:21.082984;3030000000.0; ;-1.09897e-07
2026-08-05 11:34:21.925753;3032000000.0; ;-3.72532e-09
2026-08-05 11:34:22.765783;3034000000.0; ;-1.00583e-07
2026-08-05 11:34:23.595426;3036000000.0; ;-6.5193e-08
2026-08-05 11:34:24.438236;3038000000.0; ;-2.04892e-08
2026-08-05 11:34:25.276036;3040000000.0; ;-1.08034e-07
2026-08-05 11:34:26.113239;3042000000.0; ;0.0
2026-08-05 11:34:26.952054;3044000000.0; ;-1.67639e-08
2026-08-05 11:34:27.791270;3046000000.0; ;-6.70557e-08
2026-08-05 11:34:28.629559;3048000000.0; ;-1.86266e-08
2026-08-05 11:34:29.468391;3050000000.0; ;-9.49954e-08
2026-08-05 11:34:30.291487;3052000000.0; ;-1.67639e-08
2026-08-05 11:34:31.123725;3054000000.0; ;7.45064e-09
2026-08-05 11:34:31.952407;3056000000.0; ;5.58796e-09
2026-08-05 11:34:32.791147;3058000000.0; ;-9.6858e-08
2026-08-05 11:34:33.619217;3060000000.0; ;-1.7509e-07
2026-08-05 11:34:34.460505;3062000000.0; ;-3.79981e-07
2026-08-05 11:34:35.301809;3064000000.0; ;-5.71836e-07
2026-08-05 11:34:36.147148;3066000000.0; ;-9.53682e-07
2026-08-05 11:34:36.991784;3068000000.0; ;-1.3467e-06
2026-08-05 11:34:37.843564;3070000000.0; ;-1.45473e-06
2026-08-05 11:34:38.663725;3072000000.0; ;-1.21631e-06
2026-08-05 11:34:39.485392;3074000000.0; ;-7.54375e-07
2026-08-05 11:34:40.326375;3076000000.0; ;-4.61938e-07
2026-08-05 11:34:41.165810;3078000000.0; ;-2.29106e-07
2026-08-05 11:34:42.008628;3080000000.0; ;-1.08034e-07
2026-08-05 11:34:42.845871;3082000000.0; ;-6.70557e-08
2026-08-05 11:34:43.684251;3084000000.0; ;-1.30386e-07
2026-08-05 11:34:44.528296;3086000000.0; ;-1.28523e-07
2026-08-05 11:34:45.363184;3088000000.0; ;-1.69502e-07
2026-08-05 11:34:46.202700;3090000000.0; ;-1.91853e-07
2026-08-05 11:34:47.023136;3092000000.0; ;-2.32832e-07
2026-08-05 11:34:47.860942;3094000000.0; ;-5.40171e-07
2026-08-05 11:34:48.697528;3096000000.0; ;-6.96633e-07
2026-08-05 11:34:49.542096;3098000000.0; ;-1.15298e-06
2026-08-05 11:34:50.370555;3100000000.0; ;-1.64845e-06
2026-08-05 11:34:51.188697;3102000000.0; ;-1.66894e-06
2026-08-05 11:34:52.027078;3104000000.0; ;-1.45473e-06
2026-08-05 11:34:52.875354;3106000000.0; ;-7.13397e-07
2026-08-05 11:34:53.713694;3108000000.0; ;-3.66943e-07
2026-08-05 11:34:54.553832;3110000000.0; ;-2.40283e-07
2026-08-05 11:34:55.385303;3112000000.0; ;-1.99304e-07
2026-08-05 11:34:56.222909;3114000000.0; ;-1.4715e-07
2026-08-05 11:34:57.066283;3116000000.0; ;-1.88128e-07
2026-08-05 11:34:57.903180;3118000000.0; ;-1.39699e-07
2026-08-05 11:34:58.740759;3120000000.0; ;-1.28523e-07
2026-08-05 11:34:59.579167;3122000000.0; ;-1.99304e-07
2026-08-05 11:35:00.405000;3124000000.0; ;-1.37837e-07
2026-08-05 11:35:01.236278;3126000000.0; ;-2.42146e-07
2026-08-05 11:35:02.073118;3128000000.0; ;-2.6636e-07
2026-08-05 11:35:02.920474;3130000000.0; ;-1.78815e-07
2026-08-05 11:35:03.764623;3132000000.0; ;-1.84403e-07
