-0.20	5.6675
-0.19	5.5952
-0.18	5.4543
-0.15	5.3073
-0.14	5.5338
-0.13	5.6341
-0.12	5.6901
-0.11	5.7267
-0.10	5.7517
-0.09	5.7703
-0.08	5.7836
-0.07	5.7939
-0.06	5.8016
-0.05	5.8072
-0.04	5.8122
-0.03	5.8156
-0.02	5.8183
-0.01	5.8199
0.00	5.8202
0.01	5.8194
0.02	5.8193
0.03	5.8175
0.04	5.8145
0.05	5.8105
0.06	5.8058
0.07	5.7997
0.08	5.7902
0.09	5.7791
0.10	5.7633
0.11	5.7434
0.12	5.7151
0.13	5.6719
0.14	5.6031
0.15	5.4689
0.18	5.2774
0.19	5.5258
0.20	5.6300
